revenue,net profit,operating profit,interest revenue,cash from sales,cash from yield,cash from rent,cash to payments,cash to other payments,speculation cash,current payables,cost of sales,ebit,depreciation,interest,cash,current assets,liabilities,marketable securities,current other assets,provisions for employees,non-current assets,goodwill,intangible assets,assets,current liabilities,equity,shares,inventories,shares authorized,net operating cashflows,net investing cashflows,net financing cashflows,bank: non-banking investing cashflow,bank: banking investing cashflow,payment for supplies,payment to employees,property sales (operating),dividends paid,forex,trade receivables,prepayments,cash on hands,cash on banks,cash short investment,employee benefits,Date,TICKER
4935566000,15665000,15665000,,3829993000,,,1458751000,1101000,,2104928000.0,3949917000,-57529000,1106465000,,18577000.0,2773800000.0,25057958000.0,34102000.0,,,38703356000.0,,17266111000.0,41477156000.0,4963503000.0,14019039000.0,100000000.0,,100000000.0,261745000,-1668281000,,,,1458751000,2108396000,,,,1046142000.0,33845000.0,,18522000.0,55000.0,,201803,COLO COLO
0,0,0,2.0,0,2.0,2.0,0,0,2.0,1.0,0,0,0,2.0,1.0,1.0,1.0,1.0,2.0,2.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,0,0,2.0,2.0,2.0,0,0,2.0,2.0,2.0,1.0,1.0,2.0,1.0,1.0,2.0,201803,COLO COLO
0,0,0,0.0,0,0.0,0.0,0,0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,201803,COLO COLO
124442020000.0,6585534000.0,6585534000.0,315045000.0,180081912000.0,,,118182700000.0,,,101343765000.0,85040972000.0,8981507000.0,5180335000.0,2801355000.0,84679032000.0,526954239000.0,496222852000.0,8767495000.0,5773924000.0,12442719000.0,527857589000.0,30567571000.0,42899800000.0,1054811828000.0,281385856000.0,555510220000.0,747005982.0,235905741000.0,747005982.0,30500075000.0,-5773170000.0,28138339000.0,,,118182700000.0,21741517000.0,,,651442000.0,148411789000.0,,,25935695000.0,,23766585000.0,201803,CONCHATORO
1.0,1.0,1.0,1.0,1.0,2.0,2.0,1.0,2.0,2.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,2.0,2.0,1.0,1.0,2.0,2.0,1.0,0.0,2.0,2.0,0.0,2.0,1.0,201803,CONCHATORO
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,201803,CONCHATORO
5752062000.0,284482000.0,284482000.0,-95350000.0,,553000.0,,5141201000.0,65331000.0,,1586210000.0,4771813000.0,373246000.0,,,1507344000.0,6112562000.0,12165492000.0,133992000.0,224733000.0,11316000.0,17183523000.0,582743000.0,873615000.0,23296085000.0,3073552000.0,10619703000.0,1299853848.0,1596836000.0,1299853848.0,141281000.0,-743675000.0,753066000.0,,,5141201000.0,281458000.0,3254000.0,9384000.0,14973000.0,1745843000.0,,,569174000.0,458887000.0,,201803,COPEC
1.0,1.0,1.0,1.0,2.0,1.0,2.0,1.0,1.0,2.0,0.0,1.0,1.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,0.0,2.0,2.0,0.0,0.0,2.0,201803,COPEC
1.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,201803,COPEC
44005083000.0,-2644658000.0,-2644658000.0,,86755428000.0,,,73695275000.0,,,81067840000.0,41545856000.0,-3772620000.0,637754000.0,2439047000.0,7796297000.0,194124798000.0,222328474000.0,6123850000.0,2614373000.0,1125565000.0,74772030000.0,,946969000.0,268896828000.0,139855712000.0,39535245000.0,39010629.0,54075898000.0,39010629.0,6138072000.0,327572000.0,-2997136000.0,,,73695275000.0,4495224000.0,109804000.0,,,121040081000.0,,,2435777000.0,,,201803,COPEVAL
1.0,1.0,1.0,2.0,1.0,2.0,2.0,1.0,2.0,2.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,2.0,2.0,1.0,1.0,1.0,2.0,2.0,0.0,2.0,2.0,0.0,2.0,2.0,201803,COPEVAL
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,201803,COPEVAL
50781000.0,44949000.0,44949000.0,,,,,1805000.0,,,147812000.0,,44949000.0,,,127057000.0,134659000.0,3010532000.0,,,,14595080000.0,,,14729739000.0,147812000.0,11719207000.0,23100000.0,,23100000.0,-13468000.0,,,,,1805000.0,8609000.0,,,,,,,1057000.0,126000000.0,3459000.0,201803,COVADONGA
1.0,1.0,1.0,2.0,2.0,2.0,2.0,1.0,2.0,2.0,0.0,2.0,1.0,2.0,2.0,0.0,0.0,0.0,2.0,2.0,2.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,2.0,0.0,1.0,2.0,2.0,2.0,2.0,1.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,0.0,0.0,1.0,201803,COVADONGA
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,201803,COVADONGA
56621742000.0,4873895000.0,4873895000.0,262379000.0,83737339000.0,,,51698858000.0,3644749000.0,,38546901000.0,39895879000.0,6468676000.0,4878318000.0,1175764000.0,31991885000.0,227097874000.0,195211380000.0,8177363000.0,1974766000.0,2164440000.0,288657708000.0,,12068697000.0,515755582000.0,64167261000.0,257158111000.0,64000000.0,83554889000.0,64000000.0,16197675000.0,-9440634000.0,-3865812000.0,,,51698858000.0,10916950000.0,4007000.0,3195462000.0,57671000.0,73600730000.0,951660000.0,,12036392000.0,777408000.0,,201803,CRISTALES
1.0,1.0,1.0,1.0,1.0,2.0,2.0,1.0,1.0,2.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,2.0,0.0,0.0,2.0,201803,CRISTALES
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,201803,CRISTALES
2599788000,48888000,48888000,,2318995000,,,1057549000,14000,,1086391000.0,2089073000,48888000,531931000,,3348439000.0,4342651000.0,1496113000.0,,1074000.0,,9971408000.0,,6806002000.0,14314059000.0,1318109000.0,12817946000.0,69558197.0,43964000.0,69558197.0,483307000,-529750000,790476000,,,1057549000,1131304000,,,,927512000.0,,,,,1133371000,201803,CRUZADOS
0,0,0,2.0,0,2.0,2.0,0,0,2.0,1.0,0,0,0,2.0,1.0,1.0,1.0,2.0,1.0,2.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0,0,0,2.0,2.0,0,0,2.0,2.0,2.0,1.0,2.0,2.0,2.0,2.0,0,201803,CRUZADOS
0,0,0,0.0,0,0.0,0.0,0,0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,201803,CRUZADOS
195593777000.0,10089486000.0,10089486000.0,585129000.0,235388639000.0,,,124271873000.0,27520600000.0,,176259893000.0,46406198000.0,12721298000.0,42170592000.0,5392200000.0,66580830000.0,340887553000.0,799804627000.0,2076634000.0,18025681000.0,8178850000.0,1128180562000.0,21660128000.0,42045067000.0,1469068115000.0,320627720000.0,643550934000.0,946447274.0,12633472000.0,946447274.0,21512125000.0,-70323835000.0,11529560000.0,,,124271873000.0,50108732000.0,,,,119479141000.0,,,12481110000.0,,32950494000.0,201803,CTC
1.0,1.0,1.0,1.0,1.0,2.0,2.0,1.0,1.0,2.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,2.0,2.0,1.0,1.0,2.0,2.0,2.0,0.0,2.0,2.0,0.0,2.0,1.0,201803,CTC
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,201803,CTC
14834652000.0,11322127000.0,11322127000.0,,,,,110495000.0,,,2369000.0,4635000.0,10783939000.0,,-3233607000.0,1728241000.0,13565698000.0,325780392000.0,,,,894378431000.0,,4260000.0,907944129000.0,48368491000.0,582160459000.0,0.0,,0.0,-98031000.0,,-1963544000.0,,,110495000.0,,,,,,,,1689000.0,,,201803,CVA
1.0,1.0,1.0,2.0,2.0,2.0,2.0,1.0,2.0,2.0,0.0,1.0,1.0,2.0,1.0,0.0,0.0,0.0,2.0,2.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,1.0,2.0,1.0,2.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,0.0,2.0,2.0,201803,CVA
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,201803,CVA
39788708000,1919252000,1919252000,,47752643000,,,40989032000,146620000,,35463577000,29439926000,3079563000,1794223000,841722000,16210757000,111471050000,133794304000,13732054000,409417000,934852000,195759931000,468643000,544654000,307230981000,61661113000,160822962000,100000000,45625335000,100000000,578385000,-6456770000,8287913000,,,40989032000,5477717000,,706000,-139241000,32144640000,,,4949343000,4052526000,6900958000,201803,DUNCANFOX
0,0,0,2.0,0,2.0,2.0,0,0,2.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,2.0,2.0,0,0,2.0,0,0,0.0,2.0,2.0,0.0,0.0,0,201803,DUNCANFOX
0,0,0,0.0,0,0.0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0.0,0,0,0,0.0,0.0,0,0,0,201803,DUNCANFOX
299110000.0,41650000.0,41650000.0,,285886000.0,,,175416000.0,119000.0,,194172000.0,233647000.0,56358000.0,32955000.0,,58733000.0,384385000.0,1394663000.0,2855000.0,26946000.0,10999000.0,3105346000.0,25099000.0,251152000.0,3489731000.0,369330000.0,2021694000.0,1053309776.0,141903000.0,1053309776.0,68360000.0,-86179000.0,-2229000.0,,,175416000.0,21337000.0,,2229000.0,640000.0,131837000.0,,,4906000.0,,16720000.0,201803,ECL
1.0,1.0,1.0,2.0,1.0,2.0,2.0,1.0,1.0,2.0,0.0,1.0,1.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,2.0,2.0,1.0,1.0,2.0,1.0,1.0,0.0,2.0,2.0,0.0,2.0,1.0,201803,ECL
1.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,201803,ECL
8464037000.0,767642000.0,767642000.0,27189000.0,9941177000.0,,,6309746000.0,886103000.0,,4345408000.0,6114135000.0,1009604000.0,1387963000.0,-89674000.0,462415000.0,11973147000.0,30057195000.0,,167811000.0,,68628588000.0,,25909000.0,80601735000.0,7948322000.0,50240901000.0,13081284.0,890610000.0,13081284.0,1062338000.0,-727252000.0,-1022619000.0,,,6309746000.0,1074522000.0,,4151000.0,,5535752000.0,,,188480000.0,,839494000.0,201803,EDELMAG
1.0,1.0,1.0,1.0,1.0,2.0,2.0,1.0,1.0,2.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,2.0,0.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,2.0,2.0,1.0,1.0,2.0,1.0,2.0,0.0,2.0,2.0,0.0,2.0,1.0,201803,EDELMAG
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,201803,EDELMAG
12301680000,486583000,486583000,,13002888000,,,9590418000,,,11725552000.0,10900634000,486583000,664528000,,2040333000.0,26602992000.0,27396028000.0,,499271000.0,48936000.0,36560219000.0,873358000.0,1923894000.0,63163211000.0,14801762000.0,35767187000.0,113589915.0,8231394000.0,113589915.0,1113652000,-238273000,-1191045000,,,9590418000,1910603000,,,-8379000,14368120000.0,,,245872000.0,1792937000.0,,201803,EDELPA
0,0,0,2.0,0,2.0,2.0,0,2.0,2.0,0.0,0,0,0,2.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,2.0,2.0,0,0,2.0,2.0,0,0.0,2.0,2.0,0.0,0.0,2.0,201803,EDELPA
0,0,0,0.0,0,0.0,0.0,0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,201803,EDELPA
76921994000.0,1394314000.0,1394314000.0,,89611862000.0,,,62755172000.0,533431000.0,,58359086000.0,69402519000.0,2384087000.0,1590371000.0,,9088228000.0,203337260000.0,185956549000.0,,87699000.0,,98347047000.0,2906584000.0,4047274000.0,301684307000.0,160165468000.0,110733426000.0,599601588.0,42583138000.0,605364800.0,-5375481000.0,633634000.0,3844668000.0,,,62755172000.0,32596676000.0,907691000.0,,,44793782000.0,7497621000.0,,5338280000.0,3654978000.0,,201803,EISA
1.0,1.0,1.0,2.0,1.0,2.0,2.0,1.0,1.0,2.0,0.0,1.0,1.0,1.0,2.0,0.0,0.0,0.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,2.0,2.0,1.0,1.0,1.0,2.0,2.0,0.0,0.0,2.0,0.0,0.0,2.0,201803,EISA
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,201803,EISA
156941450000.0,7482589000.0,7482589000.0,358470000.0,193367760000.0,,,135992423000.0,4102733000.0,,111472935000.0,125779314000.0,10446453000.0,7427988000.0,3124456000.0,49802606000.0,463275742000.0,459440563000.0,8177363000.0,4458306000.0,6645620000.0,482479757000.0,1434585000.0,18069448000.0,945755499000.0,191506660000.0,343509330000.0,43800000.0,204788093000.0,43800000.0,24431077000.0,-13790355000.0,-5033079000.0,,,135992423000.0,22749183000.0,12099000.0,4727273000.0,-7604000.0,152052631000.0,2777727000.0,,26563738000.0,1093288000.0,,201803,ELECMETAL
1.0,1.0,1.0,1.0,1.0,2.0,2.0,1.0,1.0,2.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,2.0,0.0,0.0,2.0,201803,ELECMETAL
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,201803,ELECMETAL
41815208000.0,-3141794000.0,-3399183000.0,,40595386000.0,,,35608267000.0,174197000.0,,32212721000.0,37111341000.0,-3544848000.0,4150334000.0,,2920751000.0,148815768000.0,120914055000.0,19736000.0,712644000.0,1208268000.0,195227802000.0,86810670000.0,22799596000.0,344043570000.0,94938418000.0,222964469000.0,296633147.0,33727541000.0,296633147.0,-2657281000.0,-309153000.0,2479780000.0,,,35608267000.0,6927776000.0,,4673000.0,,33075377000.0,,,,1900000000.0,6312550000.0,201803,ELUXSA
1.0,1.0,1.0,2.0,1.0,2.0,2.0,1.0,1.0,2.0,0.0,1.0,1.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,2.0,2.0,1.0,1.0,2.0,1.0,2.0,0.0,2.0,2.0,2.0,0.0,1.0,201803,ELUXSA
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,201803,ELUXSA
145425214000.0,15564462000.0,15564462000.0,,199462710000.0,,,128981713000.0,27807367000.0,,122642796000.0,82270385000.0,19483048000.0,9184395000.0,2895236000.0,80781243000.0,205833730000.0,388329205000.0,1224414000.0,1359128000.0,4777340000.0,532057382000.0,144477536000.0,4113481000.0,737891112000.0,161940852000.0,349550929000.0,510853230.0,56651136000.0,510853230.0,26664738000.0,-10666106000.0,-6334274000.0,,,128981713000.0,14470466000.0,,,-1026134000.0,34425549000.0,,,,,14470466000.0,201803,EMBONOR
1.0,1.0,1.0,2.0,1.0,2.0,2.0,1.0,1.0,2.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,2.0,2.0,1.0,1.0,2.0,2.0,1.0,0.0,2.0,2.0,2.0,2.0,1.0,201803,EMBONOR
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,201803,EMBONOR
5357628000.0,176790000.0,176790000.0,,5103490000.0,1395000.0,,4567067000.0,112667000.0,,3535668000.0,3585683000.0,247693000.0,345584000.0,49362000.0,55764000.0,22550229000.0,18973396000.0,372801000.0,1745752000.0,356201000.0,26694554000.0,,959669000.0,49244783000.0,12175838000.0,30271354000.0,636428572.0,10168244000.0,636428572.0,-226716000.0,-156221000.0,-2147000.0,,,4567067000.0,914980000.0,655000.0,,-19046000.0,4593376000.0,519728000.0,,40294000.0,,1275918000.0,201803,EMILIANA
1.0,1.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,2.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,2.0,2.0,1.0,1.0,1.0,2.0,1.0,0.0,0.0,2.0,0.0,2.0,1.0,201803,EMILIANA
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,201803,EMILIANA
181023000.0,17645000.0,17645000.0,,221501000.0,,,152018000.0,,,89129000.0,120710000.0,24825000.0,10092000.0,3216000.0,139142000.0,463504000.0,532332000.0,27251000.0,,29499000.0,733556000.0,78432000.0,133108000.0,1197060000.0,236466000.0,656957000.0,123000000.0,108123000.0,123000000.0,27451000.0,-7824000.0,766000.0,,,152018000.0,30821000.0,335000.0,,365000.0,156482000.0,15460000.0,,44267000.0,14417000.0,44831000.0,201803,ENAEX
1.0,1.0,1.0,2.0,1.0,2.0,2.0,1.0,2.0,2.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,2.0,2.0,1.0,1.0,1.0,2.0,1.0,0.0,0.0,2.0,0.0,0.0,1.0,201803,ENAEX
1.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,201803,ENAEX
2613022000.0,333436000.0,333436000.0,,3464744000.0,20289000.0,,2065972000.0,1051088000.0,,3502039000.0,,503857000.0,166648000.0,,1214409000.0,4785983000.0,12168964000.0,194067000.0,240675000.0,,15914369000.0,713623000.0,3688542000.0,20700352000.0,5353918000.0,6757972000.0,57452641516.0,279560000.0,57452641516.0,129562000.0,-372030000.0,-24236000.0,,,2065972000.0,209491000.0,,97108000.0,8350000.0,1999389000.0,,,415964000.0,193282000.0,200180000.0,201803,ENELAM
1.0,1.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,2.0,0.0,2.0,1.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,2.0,2.0,1.0,1.0,2.0,1.0,1.0,0.0,2.0,2.0,0.0,0.0,1.0,201803,ENELAM
1.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,201803,ENELAM
550357040000.0,99072195000.0,99072195000.0,,791989789000.0,263722000.0,,512488381000.0,29230129000.0,,450679061000.0,,131587106000.0,37173254000.0,,412168999000.0,1943036584000.0,2681393694000.0,995900978000.0,12551346000.0,,4635197548000.0,887257655000.0,53157989000.0,6578234132000.0,671594626000.0,3059630846000.0,49092772762.0,48654164000.0,49092772762.0,166716537000.0,-1038219793000.0,865264695000.0,,,512488381000.0,38590590000.0,,54916630000.0,-1048466000.0,297769274000.0,,,19529318000.0,,28977891000.0,201803,ENELCHILE
1.0,1.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,2.0,0.0,2.0,1.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,2.0,2.0,1.0,1.0,2.0,1.0,1.0,0.0,2.0,2.0,0.0,2.0,1.0,201803,ENELCHILE
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,201803,ENELCHILE
302498026000.0,28193975000.0,28193975000.0,,378190476000.0,,,338783890000.0,2330057000.0,,158535225000.0,,39141243000.0,9336089000.0,,24507394000.0,233115099000.0,419169371000.0,61887000.0,2685363000.0,,896664177000.0,2240478000.0,33337944000.0,1129779276000.0,235479946000.0,710605096000.0,1150742161.0,6485706000.0,1150742161.0,19331720000.0,-24235108000.0,-13196124000.0,,,338783890000.0,9827901000.0,,12865866000.0,12517000.0,178051983000.0,,,1002275000.0,23497317000.0,7632563000.0,201803,ENELDXCH
1.0,1.0,1.0,2.0,1.0,2.0,2.0,1.0,1.0,2.0,0.0,2.0,1.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,2.0,2.0,1.0,1.0,2.0,1.0,1.0,0.0,2.0,2.0,0.0,0.0,1.0,201803,ENELDXCH
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,201803,ENELDXCH
